LGA_CODE_2016,LGA_NAME_2016,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
43710,Lower Eyre Peninsula (DC),404,Grey,1,Good,Poor,0
43790,Loxton Waikerie (DC),402,Barker,1,Good,Poor,0
43920,Mallala (DC),404,Grey,1,Good,Poor,0
44000,Maralinga Tjarutja (AC),404,Grey,1,Good,Poor,0
44060,Marion (C),403,Boothby,0.7457786,Acceptable,Poor,0
44060,Marion (C),406,Kingston,0.2542214,Poor,Poor,0
44210,Mid Murray (DC),402,Barker,1,Good,Poor,0
44340,Mitcham (C),403,Boothby,0.8896561,Acceptable,Poor,0
44340,Mitcham (C),408,Mayo,0.1103439,Acceptable,Poor,0
44550,Mount Barker (DC),408,Mayo,1,Acceptable,Poor,0
44620,Mount Gambier (C),402,Barker,1,Good,Poor,0
44830,Mount Remarkable (DC),404,Grey,1,Good,Poor,0
45040,Murray Bridge (RC),402,Barker,1,Good,Poor,0
45090,Naracoorte and Lucindale (DC),402,Barker,1,Good,Poor,0
45120,Northern Areas (DC),404,Grey,1,Good,Poor,0
45290,Norwood Payneham St Peters (C),410,Sturt,1,Acceptable,Poor,0
45340,Onkaparinga (C),406,Kingston,0.816971,Poor,Poor,0
45340,Onkaparinga (C),408,Mayo,0.183029,Acceptable,Poor,0
45400,Orroroo/Carrieton (DC),404,Grey,1,Good,Poor,0
45540,Peterborough (DC),404,Grey,1,Good,Poor,0
45680,Playford (C),409,Spence,1,Acceptable,Poor,0
45890,Port Adelaide Enfield (C),401,Adelaide,0.4531096,Poor,Poor,0
45890,Port Adelaide Enfield (C),405,Hindmarsh,0.3296971,Poor,Poor,0
45890,Port Adelaide Enfield (C),407,Makin,0.0409945,Poor,Poor,0
45890,Port Adelaide Enfield (C),410,Sturt,0.1761988,Acceptable,Poor,0
46090,Port Augusta (C),404,Grey,1,Good,Poor,0
46300,Port Lincoln (C),404,Grey,1,Good,Poor,0
46450,Port Pirie City and Dists (M),404,Grey,1,Good,Poor,0
46510,Prospect (C),401,Adelaide,1,Poor,Poor,0
46670,Renmark Paringa (DC),402,Barker,1,Good,Poor,0
46860,Robe (DC),402,Barker,1,Good,Poor,0
46970,Roxby Downs (M),404,Grey,1,Good,Poor,0
47140,Salisbury (C),407,Makin,0.5965367,Poor,Poor,0
47140,Salisbury (C),409,Spence,0.4034633,Acceptable,Poor,0
47290,Southern Mallee (DC),402,Barker,1,Good,Poor,0
47490,Streaky Bay (DC),404,Grey,1,Good,Poor,0
47630,Tatiara (DC),402,Barker,1,Good,Poor,0
47700,Tea Tree Gully (C),407,Makin,0.8164935,Poor,Poor,0
47700,Tea Tree Gully (C),410,Sturt,0.1835065,Acceptable,Poor,0
47800,The Coorong (DC),402,Barker,1,Good,Poor,0
47910,Tumby Bay (DC),404,Grey,1,Good,Poor,0
47980,Unley (C),401,Adelaide,0.693328,Poor,Poor,0
47980,Unley (C),403,Boothby,0.1657514,Acceptable,Poor,0
47980,Unley (C),410,Sturt,0.1409205,Acceptable,Poor,0
48050,Victor Harbor (C),408,Mayo,1,Acceptable,Poor,0
48130,Wakefield (DC),404,Grey,1,Good,Poor,0
48260,Walkerville (M),401,Adelaide,1,Poor,Poor,0
48340,Wattle Range (DC),402,Barker,1,Good,Poor,0
48410,West Torrens (C),401,Adelaide,0.4943426,Poor,Poor,0
48410,West Torrens (C),403,Boothby,0,Acceptable,Poor,1
48410,West Torrens (C),405,Hindmarsh,0.5056574,Poor,Poor,0
48540,Whyalla (C),404,Grey,1,Good,Poor,0
48640,Wudinna (DC),404,Grey,1,Good,Poor,0
48750,Yankalilla (DC),408,Mayo,1,Acceptable,Poor,0
48830,Yorke Peninsula (DC),404,Grey,1,Good,Poor,0
49399,Unincorporated SA,402,Barker,0.012748,Good,Poor,0
49399,Unincorporated SA,404,Grey,0.9857696,Good,Poor,0
49399,Unincorporated SA,405,Hindmarsh,0.0014823,Poor,Poor,1
50080,Albany (C),511,O'Connor,1,Good,Poor,0
50210,Armadale (C),502,Burt,0.8490919,Acceptable,Poor,0
50210,Armadale (C),503,Canning,0.1509081,Good,Poor,0
50250,Ashburton (S),506,Durack,1,Good,Poor,0
50280,Augusta-Margaret River (S),507,Forrest,1,Good,Poor,0
50350,Bassendean (T),513,Perth,1,Acceptable,Poor,0
50420,Bayswater (C),513,Perth,0.9863194,Acceptable,Poor,0
50420,Bayswater (C),514,Stirling,0.0136806,Poor,Poor,0
50490,Belmont (C),515,Swan,1,Acceptable,Poor,0
50560,Beverley (S),512,Pearce,1,Poor,Poor,0
50630,Boddington (S),503,Canning,1,Good,Poor,0
50770,Boyup Brook (S),511,O'Connor,1,Good,Poor,0
50840,Bridgetown-Greenbushes (S),511,O'Connor,1,Good,Poor,0
50910,Brookton (S),511,O'Connor,1,Good,Poor,0
50980,Broome (S),506,Durack,1,Good,Poor,0
51080,Broomehill-Tambellup (S),511,O'Connor,1,Good,Poor,0
51120,Bruce Rock (S),506,Durack,1,Good,Poor,0
51190,Bunbury (C),507,Forrest,1,Good,Poor,0
51260,Busselton (C),507,Forrest,1,Good,Poor,0
51310,Cambridge (T),505,Curtin,1,Poor,Poor,0
51330,Canning (C),502,Burt,0.1106389,Acceptable,Poor,0
51330,Canning (C),515,Swan,0.3795855,Acceptable,Poor,0
51330,Canning (C),516,Tangney,0.5097756,Acceptable,Poor,0
51400,Capel (S),507,Forrest,1,Good,Poor,0
51470,Carnamah (S),506,Durack,1,Good,Poor,0
51540,Carnarvon (S),506,Durack,1,Good,Poor,0
51610,Chapman Valley (S),506,Durack,1,Good,Poor,0
51680,Chittering (S),512,Pearce,1,Poor,Poor,0
51750,Claremont (T),505,Curtin,1,Poor,Poor,0
51820,Cockburn (C),501,Brand,0,Good,Poor,1
51820,Cockburn (C),508,Fremantle,0.9798944,Good,Poor,0
51820,Cockburn (C),516,Tangney,0.0201056,Acceptable,Poor,0
51890,Collie (S),511,O'Connor,1,Good,Poor,0
51960,Coolgardie (S),511,O'Connor,1,Good,Poor,0
52030,Coorow (S),506,Durack,1,Good,Poor,0
52100,Corrigin (S),511,O'Connor,1,Good,Poor,0
52170,Cottesloe (T),505,Curtin,1,Poor,Poor,0
52240,Cranbrook (S),511,O'Connor,1,Good,Poor,0
52310,Cuballing (S),511,O'Connor,1,Good,Poor,0
52380,Cue (S),506,Durack,1,Good,Poor,0
52450,Cunderdin (S),506,Durack,1,Good,Poor,0
52520,Dalwallinu (S),506,Durack,1,Good,Poor,0
52590,Dandaragan (S),506,Durack,1,Good,Poor,0
52660,Dardanup (S),507,Forrest,1,Good,Poor,0
52730,Denmark (S),511,O'Connor,1,Good,Poor,0
52800,Derby-West Kimberley (S),506,Durack,1,Good,Poor,0
52870,Donnybrook-Balingup (S),507,Forrest,1,Good,Poor,0
52940,Dowerin (S),506,Durack,1,Good,Poor,0
53010,Dumbleyung (S),511,O'Connor,1,Good,Poor,0
53080,Dundas (S),511,O'Connor,1,Good,Poor,0
53150,East Fremantle (T),508,Fremantle,1,Good,Poor,0
53220,East Pilbara (S),506,Durack,1,Good,Poor,0
53290,Esperance (S),511,O'Connor,1,Good,Poor,0
53360,Exmouth (S),506,Durack,1,Good,Poor,0
53430,Fremantle (C),508,Fremantle,1,Good,Poor,0
53570,Gingin (S),512,Pearce,1,Poor,Poor,0
53640,Gnowangerup (S),511,O'Connor,1,Good,Poor,0
53710,Goomalling (S),506,Durack,1,Good,Poor,0
53780,Gosnells (C),502,Burt,0.772506,Acceptable,Poor,0
53780,Gosnells (C),503,Canning,0.0192866,Good,Poor,0
53780,Gosnells (C),509,Hasluck,0.2082074,Poor,Poor,0
53800,Greater Geraldton (C),506,Durack,1,Good,Poor,0
53920,Halls Creek (S),506,Durack,1,Good,Poor,0
53990,Harvey (S),507,Forrest,1,Good,Poor,0
54060,Irwin (S),506,Durack,1,Good,Poor,0
54130,Jerramungup (S),511,O'Connor,1,Good,Poor,0
54170,Joondalup (C),504,Cowan,0.0935503,Poor,Poor,0
54170,Joondalup (C),510,Moore,0.9064497,Good,Poor,0
54170,Joondalup (C),514,Stirling,0,Poor,Poor,1
54200,Kalamunda (S),503,Canning,0.0241781,Good,Poor,0
54200,Kalamunda (S),509,Hasluck,0.7615063,Poor,Poor,0
54200,Kalamunda (S),515,Swan,0.2143155,Acceptable,Poor,0
54280,Kalgoorlie/Boulder (C),511,O'Connor,1,Good,Poor,0
54310,Karratha (C),506,Durack,1,Good,Poor,0
54340,Katanning (S),511,O'Connor,1,Good,Poor,0
54410,Kellerberrin (S),506,Durack,1,Good,Poor,0
54480,Kent (S),511,O'Connor,1,Good,Poor,0
54550,Kojonup (S),511,O'Connor,1,Good,Poor,0
54620,Kondinin (S),511,O'Connor,1,Good,Poor,0
54690,Koorda (S),506,Durack,1,Good,Poor,0
54760,Kulin (S),511,O'Connor,1,Good,Poor,0
54830,Kwinana (C),501,Brand,1,Good,Poor,0
54900,Lake Grace (S),511,O'Connor,1,Good,Poor,0
54970,Laverton (S),511,O'Connor,1,Good,Poor,0
55040,Leonora (S),511,O'Connor,1,Good,Poor,0
55110,Mandurah (C),503,Canning,1,Good,Poor,0
55180,Manjimup (S),511,O'Connor,1,Good,Poor,0
55250,Meekatharra (S),506,Durack,1,Good,Poor,0
55320,Melville (C),508,Fremantle,0.1033463,Good,Poor,0
55320,Melville (C),516,Tangney,0.8966537,Acceptable,Poor,0
55390,Menzies (S),511,O'Connor,1,Good,Poor,0
55460,Merredin (S),506,Durack,1,Good,Poor,0
55530,Mingenew (S),506,Durack,1,Good,Poor,0
55600,Moora (S),506,Durack,1,Good,Poor,0
55670,Morawa (S),506,Durack,1,Good,Poor,0
55740,Mosman Park (T),505,Curtin,1,Poor,Poor,0
55810,Mount Magnet (S),506,Durack,1,Good,Poor,0
55880,Mount Marshall (S),506,Durack,1,Good,Poor,0
55950,Mukinbudin (S),506,Durack,1,Good,Poor,0
56090,Mundaring (S),509,Hasluck,1,Poor,Poor,0
56160,Murchison (S),506,Durack,1,Good,Poor,0
56230,Murray (S),503,Canning,1,Good,Poor,0
56300,Nannup (S),507,Forrest,1,Good,Poor,0
56370,Narembeen (S),506,Durack,1,Good,Poor,0
56460,Narrogin (S),511,O'Connor,1,Good,Poor,0
56580,Nedlands (C),505,Curtin,1,Poor,Poor,0
56620,Ngaanyatjarraku (S),511,O'Connor,1,Good,Poor,0
56730,Northam (S),512,Pearce,1,Poor,Poor,0
56790,Northampton (S),506,Durack,1,Good,Poor,0
56860,Nungarin (S),506,Durack,1,Good,Poor,0
56930,Peppermint Grove (S),505,Curtin,1,Poor,Poor,0
57000,Perenjori (S),506,Durack,1,Good,Poor,0
57080,Perth (C),505,Curtin,0.0737833,Poor,Poor,0
57080,Perth (C),513,Perth,0.9262167,Acceptable,Poor,0
57140,Pingelly (S),511,O'Connor,1,Good,Poor,0
57210,Plantagenet (S),511,O'Connor,1,Good,Poor,0
57280,Port Hedland (T),506,Durack,1,Good,Poor,0
57350,Quairading (S),506,Durack,1,Good,Poor,0
57420,Ravensthorpe (S),511,O'Connor,1,Good,Poor,0
57490,Rockingham (C),501,Brand,1,Good,Poor,0
57630,Sandstone (S),506,Durack,1,Good,Poor,0
57700,Serpentine-Jarrahdale (S),503,Canning,1,Good,Poor,0
57770,Shark Bay (S),506,Durack,1,Good,Poor,0
57840,South Perth (C),515,Swan,1,Acceptable,Poor,0
57910,Stirling (C),505,Curtin,0.2199682,Poor,Poor,0
57910,Stirling (C),513,Perth,0.0806164,Acceptable,Poor,0
57910,Stirling (C),514,Stirling,0.6994154,Poor,Poor,0
57980,Subiaco (C),505,Curtin,1,Poor,Poor,0
58050,Swan (C),504,Cowan,0.2866411,Poor,Poor,0
58050,Swan (C),509,Hasluck,0.2769997,Poor,Poor,0
58050,Swan (C),512,Pearce,0.4258285,Poor,Poor,0
58050,Swan (C),513,Perth,0.0104934,Acceptable,Poor,0
58050,Swan (C),515,Swan,3.74e-05,Acceptable,Poor,1
58190,Tammin (S),506,Durack,1,Good,Poor,0
58260,Three Springs (S),506,Durack,1,Good,Poor,0
58330,Toodyay (S),512,Pearce,1,Poor,Poor,0
58400,Trayning (S),506,Durack,1,Good,Poor,0
58470,Upper Gascoyne (S),506,Durack,1,Good,Poor,0
58510,Victoria Park (T),515,Swan,1,Acceptable,Poor,0
58540,Victoria Plains (S),506,Durack,1,Good,Poor,0
58570,Vincent (C),513,Perth,1,Acceptable,Poor,0
58570,Vincent (C),514,Stirling,0,Poor,Poor,1
58610,Wagin (S),511,O'Connor,1,Good,Poor,0
58680,Wandering (S),511,O'Connor,1,Good,Poor,0
58760,Wanneroo (C),504,Cowan,0.5032103,Poor,Poor,0
58760,Wanneroo (C),510,Moore,0.001552,Good,Poor,1
58760,Wanneroo (C),512,Pearce,0.4952377,Poor,Poor,0
58820,Waroona (S),503,Canning,1,Good,Poor,0
58890,West Arthur (S),511,O'Connor,1,Good,Poor,0
59030,Westonia (S),506,Durack,1,Good,Poor,0
59100,Wickepin (S),511,O'Connor,1,Good,Poor,0
59170,Williams (S),511,O'Connor,1,Good,Poor,0
59250,Wiluna (S),506,Durack,1,Good,Poor,0
59310,Wongan-Ballidu (S),506,Durack,1,Good,Poor,0
59320,Woodanilling (S),511,O'Connor,1,Good,Poor,0
59330,Wyalkatchem (S),506,Durack,1,Good,Poor,0
59340,Wyndham-East Kimberley (S),506,Durack,1,Good,Poor,0
59350,Yalgoo (S),506,Durack,1,Good,Poor,0
59360,Yilgarn (S),506,Durack,1,Good,Poor,0
59370,York (S),512,Pearce,1,Poor,Poor,0
60210,Break O'Day (M),601,Bass,0.0029596,Good,Poor,1
60210,Break O'Day (M),605,Lyons,0.9970404,Good,Poor,0
60410,Brighton (M),604,Franklin,0,Good,Poor,1
60410,Brighton (M),605,Lyons,1,Good,Poor,0
60610,Burnie (C),602,Braddon,1,Good,Poor,0
60810,Central Coast (M) (Tas.),602,Braddon,1,Good,Poor,0
60810,Central Coast (M) (Tas.),605,Lyons,0,Good,Poor,1
61010,Central Highlands (M) (Tas.),605,Lyons,1,Good,Poor,0
61210,Circular Head (M),602,Braddon,1,Good,Poor,0
61410,Clarence (C),604,Franklin,0.9697877,Good,Poor,0
61410,Clarence (C),605,Lyons,0.0302123,Good,Poor,0
61510,Derwent Valley (M),603,Clark,0.0003015,Good,Poor,1
61510,Derwent Valley (M),605,Lyons,0.9996985,Good,Poor,0
61610,Devonport (C),602,Braddon,1,Good,Poor,0
61810,Dorset (M),601,Bass,1,Good,Poor,0
61810,Dorset (M),605,Lyons,0,Good,Poor,1
62010,Flinders (M) (Tas.),601,Bass,1,Good,Poor,0
62210,George Town (M),601,Bass,1,Good,Poor,0
62410,Glamorgan/Spring Bay (M),605,Lyons,1,Good,Poor,0
62610,Glenorchy (C),603,Clark,0.9937741,Good,Poor,0
62610,Glenorchy (C),605,Lyons,0.0062259,Good,Poor,1
62810,Hobart (C),603,Clark,1,Good,Poor,0
63010,Huon Valley (M),604,Franklin,0.9999999,Good,Poor,0
63010,Huon Valley (M),605,Lyons,1e-07,Good,Poor,1
63210,Kentish (M),602,Braddon,0.0006512,Good,Poor,1
63210,Kentish (M),605,Lyons,0.9993488,Good,Poor,0
63410,King Island (M),602,Braddon,1,Good,Poor,0
63610,Kingborough (M),603,Clark,0.1724023,Good,Poor,0
63610,Kingborough (M),604,Franklin,0.8275977,Good,Poor,0
63810,Latrobe (M) (Tas.),602,Braddon,0.9985997,Good,Poor,0
63810,Latrobe (M) (Tas.),605,Lyons,0.0014003,Good,Poor,1
64010,Launceston (C),601,Bass,1,Good,Poor,0
64210,Meander Valley (M),601,Bass,0,Good,Poor,1
64210,Meander Valley (M),605,Lyons,1,Good,Poor,0
64610,Northern Midlands (M),601,Bass,0.0020257,Good,Poor,1
64610,Northern Midlands (M),605,Lyons,0.9979743,Good,Poor,0
64810,Sorell (M),604,Franklin,0,Good,Poor,1
64810,Sorell (M),605,Lyons,1,Good,Poor,0
65010,Southern Midlands (M),605,Lyons,1,Good,Poor,0
65210,Tasman (M),605,Lyons,1,Good,Poor,0
65410,Waratah/Wynyard (M),602,Braddon,1,Good,Poor,0
65610,West Coast (M),602,Braddon,1,Good,Poor,0
65810,West Tamar (M),601,Bass,0.9986814,Good,Poor,0
65810,West Tamar (M),605,Lyons,0.0013186,Good,Poor,1
70200,Alice Springs (T),701,Lingiari,1,Good,Poor,0
70420,Barkly (R),701,Lingiari,1,Good,Poor,0
70540,Belyuen (S),701,Lingiari,1,Good,Poor,0
70620,Central Desert (R),701,Lingiari,1,Good,Poor,0
70700,Coomalie (S),701,Lingiari,1,Good,Poor,0
71000,Darwin (C),702,Solomon,1,Good,Poor,0
71300,East Arnhem (R),701,Lingiari,1,Good,Poor,0
72200,Katherine (T),701,Lingiari,1,Good,Poor,0
72300,Litchfield (M),701,Lingiari,1,Good,Poor,0
72330,MacDonnell (R),701,Lingiari,1,Good,Poor,0
72800,Palmerston (C),701,Lingiari,0.1391843,Good,Poor,0
72800,Palmerston (C),702,Solomon,0.8608157,Good,Poor,0
73600,Roper Gulf (R),701,Lingiari,1,Good,Poor,0
74050,Tiwi Islands (R),701,Lingiari,1,Good,Poor,0
74550,Victoria Daly (R),701,Lingiari,1,Good,Poor,0
74560,Wagait (S),701,Lingiari,1,Good,Poor,0
74660,West Arnhem (R),701,Lingiari,1,Good,Poor,0
74680,West Daly (R),701,Lingiari,1,Good,Poor,0
79399,Unincorporated NT,701,Lingiari,0.9445412,Good,Poor,0
79399,Unincorporated NT,702,Solomon,0.0554588,Good,Poor,0
89399,Unincorporated ACT,801,Bean,0.3378217,Poor,Poor,0
89399,Unincorporated ACT,802,Canberra,0.3195039,Poor,Poor,0
89399,Unincorporated ACT,803,Fenner,0.3426743,Poor,Poor,0
99399,Unincorp. Other Territories,701,Lingiari,0.5238619,Good,Poor,0
99399,Unincorp. Other Territories,801,Bean,0.3899274,Poor,Poor,0
99399,Unincorp. Other Territories,803,Fenner,0.0862107,Poor,Poor,0
